"Gene_ID","GSM7012039","GSM7012040"
"ENSMUSG00000005103",2571,2785
"ENSMUSG00000005107",38,58
"ENSMUSG00000005124",29,25
"ENSMUSG00000005125",376,380
"ENSMUSG00000005131",15,15
"ENSMUSG00000005142",648,680
"ENSMUSG00000005148",176,157
"ENSMUSG00000005150",136,139
"ENSMUSG00000005161",2017,2041
"ENSMUSG00000005198",2533,2530
"ENSMUSG00000005202",0,1
"ENSMUSG00000005204",637,581
"ENSMUSG00000005220",1,0
"ENSMUSG00000005225",360,393
"ENSMUSG00000005232",0,2
"ENSMUSG00000005233",111,95
"ENSMUSG00000005237",696,717
"ENSMUSG00000005251",3,6
"ENSMUSG00000005262",567,542
"ENSMUSG00000005267",483,488
"ENSMUSG00000005268",12,24
"ENSMUSG00000005299",603,670
"ENSMUSG00000005312",2100,2060
"ENSMUSG00000005320",1,0
"ENSMUSG00000005338",4121,4377
"ENSMUSG00000005339",0,0
"ENSMUSG00000005354",610,594
"ENSMUSG00000005355",0,0
"ENSMUSG00000005357",46,33
"ENSMUSG00000005360",19291,19607
"ENSMUSG00000005362",299,312
"ENSMUSG00000005364",1,2
"ENSMUSG00000005370",575,635
"ENSMUSG00000005371",1996,2054
"ENSMUSG00000005373",28,44
"ENSMUSG00000005374",362,414
"ENSMUSG00000005378",200,181
"ENSMUSG00000005397",87,102
"ENSMUSG00000005410",173,210
"ENSMUSG00000005413",725,772
"ENSMUSG00000005417",4874,4966
"ENSMUSG00000005442",2887,3040
"ENSMUSG00000005447",167,162
"ENSMUSG00000005465",9,2
"ENSMUSG00000005469",1509,1472
"ENSMUSG00000005470",15,21
"ENSMUSG00000005474",0,0
"ENSMUSG00000005481",153,156
"ENSMUSG00000005483",331,314
"ENSMUSG00000005493",44,42
"ENSMUSG00000005501",735,857
"ENSMUSG00000005503",0,0
"ENSMUSG00000005505",360,389
"ENSMUSG00000005506",4143,4312
"ENSMUSG00000005510",292,342
"ENSMUSG00000005514",990,1017
"ENSMUSG00000005533",1694,1816
"ENSMUSG00000005534",1401,1439
"ENSMUSG00000005540",0,0
"ENSMUSG00000005547",0,0
"ENSMUSG00000005553",7,3
"ENSMUSG00000005566",2420,2174
"ENSMUSG00000005575",1028,1112
"ENSMUSG00000005580",393,355
"ENSMUSG00000005583",5715,5899
"ENSMUSG00000005609",991,1173
"ENSMUSG00000005610",11273,11951
"ENSMUSG00000005611",0,4
"ENSMUSG00000005615",817,745
"ENSMUSG00000005621",1055,1046
"ENSMUSG00000005625",741,736
"ENSMUSG00000005628",9,4
"ENSMUSG00000005640",2,1
"ENSMUSG00000005649",0,1
"ENSMUSG00000005656",448,498
"ENSMUSG00000005667",144,147
"ENSMUSG00000005672",733,768
"ENSMUSG00000005674",284,278
"ENSMUSG00000005677",1,0
"ENSMUSG00000005681",9,11
"ENSMUSG00000005682",574,579
"ENSMUSG00000005683",3256,3471
"ENSMUSG00000005686",581,689
"ENSMUSG00000005687",510,503
"ENSMUSG00000005696",0,0
"ENSMUSG00000005698",993,1121
"ENSMUSG00000005699",93,84
"ENSMUSG00000005705",0,4
"ENSMUSG00000005716",44,55
"ENSMUSG00000005718",83,48
"ENSMUSG00000005732",220,248
"ENSMUSG00000005763",6,2
"ENSMUSG00000005774",508,535
"ENSMUSG00000005779",610,618
"ENSMUSG00000005800",1,0
"ENSMUSG00000005802",374,344
"ENSMUSG00000005803",55,54
"ENSMUSG00000005804",262,325
"ENSMUSG00000005813",697,640
"ENSMUSG00000005823",280,239
"ENSMUSG00000005824",0,4
"ENSMUSG00000005836",0,0
"ENSMUSG00000005846",648,646
"ENSMUSG00000005864",0,2
"ENSMUSG00000005871",17690,18762
"ENSMUSG00000005873",2438,2497
"ENSMUSG00000005881",1118,1078
"ENSMUSG00000005882",322,349
"ENSMUSG00000005883",0,4
"ENSMUSG00000005886",2159,2399
"ENSMUSG00000005891",0,0
"ENSMUSG00000005892",26,17
"ENSMUSG00000005893",2452,2601
"ENSMUSG00000005897",236,308
"ENSMUSG00000005899",720,711
"ENSMUSG00000005907",436,501
"ENSMUSG00000005917",160,146
"ENSMUSG00000005936",896,868
"ENSMUSG00000005947",2,4
"ENSMUSG00000005949",302,252
"ENSMUSG00000005950",6,16
"ENSMUSG00000005951",56,61
"ENSMUSG00000005952",6,2
"ENSMUSG00000005958",327,341
"ENSMUSG00000005968",24,24
"ENSMUSG00000005973",734,784
"ENSMUSG00000005980",0,0
"ENSMUSG00000005981",776,836
"ENSMUSG00000005982",648,701
"ENSMUSG00000005983",47,45
"ENSMUSG00000005986",448,484
"ENSMUSG00000005994",7,4
"ENSMUSG00000006005",1544,1684
"ENSMUSG00000006007",0,0
"ENSMUSG00000006010",321,347
"ENSMUSG00000006014",1,0
"ENSMUSG00000006019",198,193
"ENSMUSG00000006021",144,159
"ENSMUSG00000006024",1289,1232
"ENSMUSG00000006050",159,147
"ENSMUSG00000006056",3,11
"ENSMUSG00000006057",492,505
"ENSMUSG00000006058",220,274
"ENSMUSG00000006095",373,410
"ENSMUSG00000006127",425,432
"ENSMUSG00000006134",967,973
"ENSMUSG00000006143",0,0
"ENSMUSG00000006154",71,76
"ENSMUSG00000006169",717,687
"ENSMUSG00000006179",1,0
"ENSMUSG00000006191",313,272
"ENSMUSG00000006200",0,0
"ENSMUSG00000006204",19,12
"ENSMUSG00000006205",282,299
"ENSMUSG00000006215",227,201
"ENSMUSG00000006216",1,0
"ENSMUSG00000006218",22,31
"ENSMUSG00000006219",43,29
"ENSMUSG00000006221",0,0
"ENSMUSG00000006235",1,0
"ENSMUSG00000006241",126,127
"ENSMUSG00000006262",595,628
"ENSMUSG00000006269",0,3
"ENSMUSG00000006270",19,22
"ENSMUSG00000006273",2988,2907
"ENSMUSG00000006276",1468,1603
"ENSMUSG00000006281",187,200
"ENSMUSG00000006288",546,593
"ENSMUSG00000006289",214,204
"ENSMUSG00000006299",585,665
"ENSMUSG00000006301",323,318
"ENSMUSG00000006304",1587,1605
"ENSMUSG00000006307",1298,1401
"ENSMUSG00000006310",2,1
"ENSMUSG00000006311",0,0
"ENSMUSG00000006313",11,15
"ENSMUSG00000006315",181,217
"ENSMUSG00000006333",1313,1299
"ENSMUSG00000006335",133,147
"ENSMUSG00000006342",33,23
"ENSMUSG00000006344",23,10
"ENSMUSG00000006345",24,27
"ENSMUSG00000006356",1269,1393
"ENSMUSG00000006360",5,9
"ENSMUSG00000006362",218,195
"ENSMUSG00000006369",177,205
"ENSMUSG00000006373",1283,1232
"ENSMUSG00000006378",4,11
"ENSMUSG00000006386",0,5
"ENSMUSG00000006389",3,2
"ENSMUSG00000006390",138,118
"ENSMUSG00000006392",270,258
"ENSMUSG00000006395",24,22
"ENSMUSG00000006398",142,128
"ENSMUSG00000006403",54,57
"ENSMUSG00000006411",6,4
"ENSMUSG00000006412",335,307
"ENSMUSG00000006418",561,573
"ENSMUSG00000006423",547,577
"ENSMUSG00000006435",400,424
"ENSMUSG00000006442",469,513
"ENSMUSG00000006445",6,7
"ENSMUSG00000006456",448,460
"ENSMUSG00000006457",20,16
"ENSMUSG00000006462",7,8
"ENSMUSG00000006463",160,152
"ENSMUSG00000006464",753,765
"ENSMUSG00000006469",0,1
"ENSMUSG00000006471",153,153
"ENSMUSG00000006476",2276,2416
"ENSMUSG00000006488",0,1
"ENSMUSG00000006490",0,0
"ENSMUSG00000006494",633,624
"ENSMUSG00000006498",1223,1241
"ENSMUSG00000006517",126,124
"ENSMUSG00000006519",71,72
"ENSMUSG00000006522",106,108
"ENSMUSG00000006526",234,221
"ENSMUSG00000006527",607,624
"ENSMUSG00000006529",0,0
"ENSMUSG00000006538",0,1
"ENSMUSG00000006542",0,0
"ENSMUSG00000006546",0,0
"ENSMUSG00000006567",140,175
"ENSMUSG00000006570",0,0
"ENSMUSG00000006574",0,0
"ENSMUSG00000006575",1299,1336
"ENSMUSG00000006576",1136,1145
"ENSMUSG00000006585",82,83
"ENSMUSG00000006586",1138,1235
"ENSMUSG00000006587",0,0
"ENSMUSG00000006589",169,157
"ENSMUSG00000006599",489,528
"ENSMUSG00000006611",120,162
"ENSMUSG00000006638",36,36
"ENSMUSG00000006641",107,98
"ENSMUSG00000006642",0,0
"ENSMUSG00000006649",4,4
"ENSMUSG00000006651",3707,3913
"ENSMUSG00000006673",1824,1849
"ENSMUSG00000006675",235,258
"ENSMUSG00000006676",1786,1839
"ENSMUSG00000006678",204,232
"ENSMUSG00000006699",3653,3639
"ENSMUSG00000006705",380,390
"ENSMUSG00000006711",364,382
"ENSMUSG00000006715",18,26
"ENSMUSG00000006717",212,236
"ENSMUSG00000006720",88,95
"ENSMUSG00000006724",14,16
"ENSMUSG00000006728",1158,1122
"ENSMUSG00000006731",582,607
"ENSMUSG00000006732",95,104
"ENSMUSG00000006736",629,641
"ENSMUSG00000006740",2188,2132
"ENSMUSG00000006763",225,252
"ENSMUSG00000006764",4,7
"ENSMUSG00000006777",0,0
"ENSMUSG00000006782",723,689
"ENSMUSG00000006784",163,117
"ENSMUSG00000006800",1968,2085
"ENSMUSG00000006818",1754,1771
"ENSMUSG00000006850",89,90
"ENSMUSG00000006906",522,598
"ENSMUSG00000006920",489,576
"ENSMUSG00000006930",2225,2251
"ENSMUSG00000006931",52,49
"ENSMUSG00000006932",6126,6221
"ENSMUSG00000006941",361,434
"ENSMUSG00000006948",0,0
"ENSMUSG00000006958",51,77
"ENSMUSG00000006998",2060,1917
"ENSMUSG00000007021",678,635
"ENSMUSG00000007029",553,540
"ENSMUSG00000007030",52,47
"ENSMUSG00000007033",12,6
"ENSMUSG00000007034",1,8
"ENSMUSG00000007035",30,39
"ENSMUSG00000007036",420,447
"ENSMUSG00000007038",241,216
"ENSMUSG00000007039",352,399
"ENSMUSG00000007041",359,372
"ENSMUSG00000007050",53,92
"ENSMUSG00000007080",259,262
"ENSMUSG00000007097",7111,7444
"ENSMUSG00000007107",1,6
"ENSMUSG00000007122",43,53
"ENSMUSG00000007207",756,796
"ENSMUSG00000007209",0,0
"ENSMUSG00000007216",83,72
"ENSMUSG00000007279",13,25
"ENSMUSG00000007338",269,301
"ENSMUSG00000007379",17,8
"ENSMUSG00000007411",1875,2094
"ENSMUSG00000007415",592,618
"ENSMUSG00000007440",85,68
"ENSMUSG00000007457",0,0
"ENSMUSG00000007458",516,517
"ENSMUSG00000007476",348,278
"ENSMUSG00000007480",11,23
"ENSMUSG00000007564",6012,6176
"ENSMUSG00000007570",91,119
"ENSMUSG00000007589",195,165
"ENSMUSG00000007591",21,20
"ENSMUSG00000007594",2,10
"ENSMUSG00000007603",469,491
"ENSMUSG00000007610",78,82
"ENSMUSG00000007613",208,202
"ENSMUSG00000007617",906,957
"ENSMUSG00000007646",32,75
"ENSMUSG00000007653",534,577
"ENSMUSG00000007655",116,119
"ENSMUSG00000007656",922,916
"ENSMUSG00000007659",740,783
"ENSMUSG00000007670",1838,1979
"ENSMUSG00000007682",173,205
"ENSMUSG00000007721",288,298
"ENSMUSG00000007739",1010,871
"ENSMUSG00000007777",87,124
"ENSMUSG00000007783",949,952
"ENSMUSG00000007805",2,0
"ENSMUSG00000007812",489,488
"ENSMUSG00000007815",2045,2164
"ENSMUSG00000007817",3828,4227
"ENSMUSG00000007827",365,359
"ENSMUSG00000007833",42,37
"ENSMUSG00000007836",492,519
"ENSMUSG00000007837",59,54
"ENSMUSG00000007850",2694,2819
"ENSMUSG00000007867",156,177
"ENSMUSG00000007872",170,145
"ENSMUSG00000007877",2,1
"ENSMUSG00000007880",3899,4014
"ENSMUSG00000007888",22,32
"ENSMUSG00000007891",749,701
"ENSMUSG00000007892",864,904
"ENSMUSG00000007907",0,0
"ENSMUSG00000007908",139,128
"ENSMUSG00000007944",197,194
"ENSMUSG00000007946",0,0
"ENSMUSG00000007950",462,407
"ENSMUSG00000007987",806,847
"ENSMUSG00000007989",6327,6586
"ENSMUSG00000008028",34,40
"ENSMUSG00000008035",639,544
"ENSMUSG00000008036",786,766
"ENSMUSG00000008090",359,424
"ENSMUSG00000008129",29,22
"ENSMUSG00000008136",33,24
"ENSMUSG00000008140",835,742
"ENSMUSG00000008153",1695,1713
"ENSMUSG00000008167",245,220
"ENSMUSG00000008193",1,0
"ENSMUSG00000008200",1656,1661
"ENSMUSG00000008206",584,551
"ENSMUSG00000008226",130,103
"ENSMUSG00000008301",394,413
"ENSMUSG00000008305",1063,1077
"ENSMUSG00000008307",166,190
"ENSMUSG00000008318",46,51
"ENSMUSG00000008333",170,179
"ENSMUSG00000008348",2622,2353
"ENSMUSG00000008373",320,340
"ENSMUSG00000008384",33,27
"ENSMUSG00000008393",909,916
"ENSMUSG00000008398",191,221
"ENSMUSG00000008429",617,595
"ENSMUSG00000008435",285,284
"ENSMUSG00000008438",15,14
"ENSMUSG00000008450",295,336
"ENSMUSG00000008461",1,0
"ENSMUSG00000008475",1308,1396
"ENSMUSG00000008482",2,3
"ENSMUSG00000008489",616,581
"ENSMUSG00000008496",154,144
"ENSMUSG00000008540",284,298
"ENSMUSG00000008575",7385,7616
"ENSMUSG00000008590",0,0
"ENSMUSG00000008601",0,2
"ENSMUSG00000008604",1049,1077
"ENSMUSG00000008658",1034,1086
"ENSMUSG00000008668",754,791
"ENSMUSG00000008682",1812,1770
"ENSMUSG00000008683",1334,1418
"ENSMUSG00000008690",797,856
"ENSMUSG00000008730",3427,3655
"ENSMUSG00000008734",2054,2092
"ENSMUSG00000008763",1152,1181
"ENSMUSG00000008789",0,0
"ENSMUSG00000008813",0,3
"ENSMUSG00000008822",65,51
"ENSMUSG00000008843",0,0
"ENSMUSG00000008845",0,0
"ENSMUSG00000008855",992,1001
"ENSMUSG00000008859",808,828
"ENSMUSG00000008874",0,0
"ENSMUSG00000008892",1217,1339
"ENSMUSG00000008932",1,0
"ENSMUSG00000008958",364,368
"ENSMUSG00000008976",668,773
"ENSMUSG00000008999",68,67
"ENSMUSG00000009013",1567,1605
"ENSMUSG00000009030",193,188
"ENSMUSG00000009035",616,591
"ENSMUSG00000009047",0,0
"ENSMUSG00000009070",31,21
"ENSMUSG00000009073",1634,1768
"ENSMUSG00000009075",5,6
"ENSMUSG00000009076",113,103
"ENSMUSG00000009079",2939,3249
"ENSMUSG00000009090",1175,1194
"ENSMUSG00000009092",6,7
"ENSMUSG00000009093",0,0
"ENSMUSG00000009097",0,0
"ENSMUSG00000009108",8,2
"ENSMUSG00000009112",740,756
"ENSMUSG00000009114",2,4
"ENSMUSG00000009115",0,0
"ENSMUSG00000009145",12,11
"ENSMUSG00000009185",0,0
"ENSMUSG00000009207",317,312
"ENSMUSG00000009210",5,2
"ENSMUSG00000009214",1,1
"ENSMUSG00000009216",919,871
"ENSMUSG00000009246",7,12
"ENSMUSG00000009248",6,0
"ENSMUSG00000009281",130,118
"ENSMUSG00000009291",1046,1004
"ENSMUSG00000009292",110,131
"ENSMUSG00000009293",127,151
"ENSMUSG00000009350",1,2
"ENSMUSG00000009356",4,9
"ENSMUSG00000009376",762,776
"ENSMUSG00000009378",12,7
"ENSMUSG00000009394",2935,2937
"ENSMUSG00000009406",610,649
"ENSMUSG00000009418",10699,10889
"ENSMUSG00000009470",1858,1957
"ENSMUSG00000009471",0,0
"ENSMUSG00000009487",0,3
"ENSMUSG00000009535",589,613
"ENSMUSG00000009545",5,0
"ENSMUSG00000009549",357,385
"ENSMUSG00000009551",33,34
"ENSMUSG00000009555",485,535
"ENSMUSG00000009563",147,160
"ENSMUSG00000009566",110,92
"ENSMUSG00000009569",2247,2229
"ENSMUSG00000009575",5722,5735
"ENSMUSG00000009580",0,0
"ENSMUSG00000009585",135,141
"ENSMUSG00000009588",0,1
"ENSMUSG00000009596",0,0
"ENSMUSG00000009614",347,308
"ENSMUSG00000009621",650,640
"ENSMUSG00000009628",22,34
"ENSMUSG00000009630",600,577
"ENSMUSG00000009633",17,33
"ENSMUSG00000009640",224,273
"ENSMUSG00000009646",0,0
"ENSMUSG00000009647",625,631
"ENSMUSG00000009654",1,1
"ENSMUSG00000009670",2,1
"ENSMUSG00000009681",2452,2494
"ENSMUSG00000009687",60,60
"ENSMUSG00000009731",163,163
"ENSMUSG00000009733",426,434
"ENSMUSG00000009734",11,10
"ENSMUSG00000009739",1243,1261
"ENSMUSG00000009741",1385,1451
"ENSMUSG00000009772",120,86
"ENSMUSG00000009828",1119,1246
"ENSMUSG00000009863",567,583
"ENSMUSG00000009876",0,0
"ENSMUSG00000009894",1896,1811
"ENSMUSG00000009900",0,0
"ENSMUSG00000009905",315,369
"ENSMUSG00000009907",604,574
"ENSMUSG00000009927",1242,1183
"ENSMUSG00000009941",5,0
"ENSMUSG00000009995",439,460
"ENSMUSG00000010021",169,144
"ENSMUSG00000010025",508,546
"ENSMUSG00000010044",131,152
"ENSMUSG00000010045",250,258
"ENSMUSG00000010047",138,123
"ENSMUSG00000010048",73,55
"ENSMUSG00000010051",51,58
"ENSMUSG00000010054",467,517
"ENSMUSG00000010057",165,217
"ENSMUSG00000010064",1977,1937
"ENSMUSG00000010066",424,421
"ENSMUSG00000010067",132,164
"ENSMUSG00000010080",7,6
"ENSMUSG00000010086",376,416
"ENSMUSG00000010095",1888,1801
"ENSMUSG00000010097",1186,1087
"ENSMUSG00000010110",519,669
"ENSMUSG00000010122",1,1
"ENSMUSG00000010136",117,142
"ENSMUSG00000010142",0,0
"ENSMUSG00000010154",133,125
"ENSMUSG00000010175",747,829
"ENSMUSG00000010205",0,0
"ENSMUSG00000010277",4410,4671
"ENSMUSG00000010290",281,249
"ENSMUSG00000010307",77,78
"ENSMUSG00000010311",26,40
"ENSMUSG00000010342",10,13
"ENSMUSG00000010358",17,26
"ENSMUSG00000010362",24,20
"ENSMUSG00000010376",726,733
"ENSMUSG00000010392",733,749
"ENSMUSG00000010406",84,104
"ENSMUSG00000010435",0,0
"ENSMUSG00000010453",1289,1399
"ENSMUSG00000010461",44,39
"ENSMUSG00000010476",13,16
"ENSMUSG00000010492",5,8
"ENSMUSG00000010505",1100,1080
"ENSMUSG00000010517",447,503
"ENSMUSG00000010529",22,27
"ENSMUSG00000010538",13,31
"ENSMUSG00000010554",690,689
"ENSMUSG00000010592",3,4
"ENSMUSG00000010601",0,0
"ENSMUSG00000010607",38,57
"ENSMUSG00000010608",1746,1879
"ENSMUSG00000010609",155,157
"ENSMUSG00000010651",1,2
"ENSMUSG00000010660",163,191
"ENSMUSG00000010663",3653,3702
"ENSMUSG00000010721",423,461
"ENSMUSG00000010751",63,67
"ENSMUSG00000010755",920,921
"ENSMUSG00000010760",0,0
"ENSMUSG00000010796",0,0
"ENSMUSG00000010797",5,14
"ENSMUSG00000010803",244,307
"ENSMUSG00000010825",218,261
"ENSMUSG00000010830",44,22
"ENSMUSG00000010841",1,1
"ENSMUSG00000010911",159,146
"ENSMUSG00000010914",483,488
"ENSMUSG00000010936",627,654
"ENSMUSG00000011008",2,1
"ENSMUSG00000011034",0,2
"ENSMUSG00000011096",373,325
"ENSMUSG00000011114",303,323
"ENSMUSG00000011118",0,0
"ENSMUSG00000011148",13,14
"ENSMUSG00000011154",118,188
"ENSMUSG00000011158",618,587
"ENSMUSG00000011171",157,144
"ENSMUSG00000011179",2329,2320
"ENSMUSG00000011254",101,128
"ENSMUSG00000011256",474,546
"ENSMUSG00000011257",612,524
"ENSMUSG00000011263",2,0
"ENSMUSG00000011267",6,7
"ENSMUSG00000011305",14,17
"ENSMUSG00000011306",855,893
"ENSMUSG00000011349",1,0
"ENSMUSG00000011350",0,0
"ENSMUSG00000011382",18,15
"ENSMUSG00000011427",337,299
"ENSMUSG00000011463",6,5
"ENSMUSG00000011486",2,1
"ENSMUSG00000011589",213,251
"ENSMUSG00000011632",0,4
"ENSMUSG00000011658",237,228
"ENSMUSG00000011751",501,535
"ENSMUSG00000011752",1624,1737
"ENSMUSG00000011831",1397,1397
"ENSMUSG00000011832",1272,1407
"ENSMUSG00000011837",271,264
"ENSMUSG00000011877",1465,1496
"ENSMUSG00000011884",252,256
"ENSMUSG00000011958",439,493
"ENSMUSG00000011960",931,981
"ENSMUSG00000012017",28,28
"ENSMUSG00000012042",4,2
"ENSMUSG00000012076",605,531
"ENSMUSG00000012114",1115,1122
"ENSMUSG00000012117",598,605
"ENSMUSG00000012123",1,5
"ENSMUSG00000012126",259,281
"ENSMUSG00000012187",0,0
"ENSMUSG00000012211",2,8
"ENSMUSG00000012282",0,0
"ENSMUSG00000012296",269,239
"ENSMUSG00000012350",11,9
"ENSMUSG00000012396",1,3
"ENSMUSG00000012405",1688,1864
"ENSMUSG00000012422",543,495
"ENSMUSG00000012428",182,175
"ENSMUSG00000012429",133,140
"ENSMUSG00000012443",340,348
"ENSMUSG00000012483",29,26
"ENSMUSG00000012519",3,5
"ENSMUSG00000012520",0,0
"ENSMUSG00000012535",1503,1586
"ENSMUSG00000012609",944,1025
"ENSMUSG00000012640",306,343
"ENSMUSG00000012705",6,5
"ENSMUSG00000012777",0,0
"ENSMUSG00000012819",123,138
"ENSMUSG00000012848",1026,964
"ENSMUSG00000012889",1,1
"ENSMUSG00000013033",5916,6071
"ENSMUSG00000013076",1157,1196
"ENSMUSG00000013083",0,0
"ENSMUSG00000013089",1004,1058
"ENSMUSG00000013091",0,1
"ENSMUSG00000013150",313,304
"ENSMUSG00000013155",107,115
"ENSMUSG00000013158",4,3
"ENSMUSG00000013160",1703,1738
"ENSMUSG00000013236",10511,10697
"ENSMUSG00000013275",1204,1295
"ENSMUSG00000013338",0,0
"ENSMUSG00000013353",0,0
"ENSMUSG00000013367",360,404
"ENSMUSG00000013415",4,9
"ENSMUSG00000013418",1,1
"ENSMUSG00000013419",749,716
"ENSMUSG00000013465",332,355
"ENSMUSG00000013483",2,5
"ENSMUSG00000013495",472,484
"ENSMUSG00000013523",668,670
"ENSMUSG00000013539",517,447
"ENSMUSG00000013562",0,0
"ENSMUSG00000013584",13,8
"ENSMUSG00000013593",1027,970
"ENSMUSG00000013611",0,0
"ENSMUSG00000013622",505,484
"ENSMUSG00000013629",466,526
"ENSMUSG00000013643",0,0
"ENSMUSG00000013646",299,299
"ENSMUSG00000013653",0,0
"ENSMUSG00000013662",1152,1293
"ENSMUSG00000013663",2121,2289
"ENSMUSG00000013668",0,0
"ENSMUSG00000013698",14473,15107
"ENSMUSG00000013701",176,215
"ENSMUSG00000013707",0,1
"ENSMUSG00000013736",174,229
"ENSMUSG00000013766",1,4
"ENSMUSG00000013787",1319,1287
"ENSMUSG00000013822",521,498
"ENSMUSG00000013833",364,339
"ENSMUSG00000013846",899,869
"ENSMUSG00000013858",546,524
"ENSMUSG00000013878",181,190
"ENSMUSG00000013921",4061,4356
"ENSMUSG00000013928",23,6
"ENSMUSG00000013936",3,0
"ENSMUSG00000013973",318,314
"ENSMUSG00000013974",4,1
"ENSMUSG00000013997",323,363
"ENSMUSG00000014030",1,4
"ENSMUSG00000014039",309,406
"ENSMUSG00000014074",335,314
"ENSMUSG00000014075",91,80
"ENSMUSG00000014077",737,839
"ENSMUSG00000014104",0,0
"ENSMUSG00000014158",3,9
"ENSMUSG00000014164",745,818
"ENSMUSG00000014177",145,141
"ENSMUSG00000014195",1518,1673
"ENSMUSG00000014198",1,6
"ENSMUSG00000014226",442,578
"ENSMUSG00000014232",229,207
"ENSMUSG00000014243",39,46
"ENSMUSG00000014245",173,191
"ENSMUSG00000014294",67,96
"ENSMUSG00000014301",118,127
"ENSMUSG00000014303",337,363
"ENSMUSG00000014313",1354,1534
"ENSMUSG00000014329",410,442
"ENSMUSG00000014349",1021,1034
"ENSMUSG00000014351",0,0
"ENSMUSG00000014353",484,470
"ENSMUSG00000014355",3417,3315
"ENSMUSG00000014361",139,187
"ENSMUSG00000014402",673,813
"ENSMUSG00000014418",457,447
"ENSMUSG00000014426",935,985
"ENSMUSG00000014444",151,171
"ENSMUSG00000014453",0,0
"ENSMUSG00000014470",134,125
"ENSMUSG00000014496",1584,1538
"ENSMUSG00000014498",1850,1944
"ENSMUSG00000014503",18,22
"ENSMUSG00000014504",189,188
"ENSMUSG00000014529",0,1
"ENSMUSG00000014542",2,0
"ENSMUSG00000014543",0,0
"ENSMUSG00000014547",738,725
"ENSMUSG00000014550",795,764
"ENSMUSG00000014551",418,394
"ENSMUSG00000014554",240,285
"ENSMUSG00000014592",3005,3090
"ENSMUSG00000014599",929,900
"ENSMUSG00000014601",1090,1128
"ENSMUSG00000014602",17733,18758
"ENSMUSG00000014603",2,0
"ENSMUSG00000014606",483,408
"ENSMUSG00000014609",0,2
"ENSMUSG00000014633",50,38
"ENSMUSG00000014668",767,665
"ENSMUSG00000014686",0,0
"ENSMUSG00000014704",0,0
"ENSMUSG00000014725",0,0
"ENSMUSG00000014747",4,0
"ENSMUSG00000014748",583,555
"ENSMUSG00000014763",1128,1168
"ENSMUSG00000014767",632,670
"ENSMUSG00000014769",613,654
"ENSMUSG00000014771",80,85
"ENSMUSG00000014773",240,229
"ENSMUSG00000014776",68,61
"ENSMUSG00000014778",37,53
"ENSMUSG00000014782",73,61
"ENSMUSG00000014786",290,254
"ENSMUSG00000014791",22,18
"ENSMUSG00000014813",211,262
"ENSMUSG00000014837",926,919
"ENSMUSG00000014846",607,560
"ENSMUSG00000014850",538,555
"ENSMUSG00000014852",1,0
"ENSMUSG00000014856",193,205
"ENSMUSG00000014859",328,349
"ENSMUSG00000014867",933,964
"ENSMUSG00000014873",235,235
"ENSMUSG00000014905",394,407
"ENSMUSG00000014907",348,349
"ENSMUSG00000014932",362,338
"ENSMUSG00000014956",1924,2052
"ENSMUSG00000014959",932,1051
"ENSMUSG00000014980",174,183
"ENSMUSG00000015001",2,0
"ENSMUSG00000015002",883,948
"ENSMUSG00000015013",151,146
"ENSMUSG00000015016",219,195
"ENSMUSG00000015023",501,473
"ENSMUSG00000015027",172,130
"ENSMUSG00000015053",0,5
"ENSMUSG00000015083",8,5
"ENSMUSG00000015085",97,127
"ENSMUSG00000015087",784,886
"ENSMUSG00000015090",180,170
"ENSMUSG00000015092",298,336
"ENSMUSG00000015093",1,1
"ENSMUSG00000015094",1737,1883
"ENSMUSG00000015095",543,548
"ENSMUSG00000015112",47,56
"ENSMUSG00000015120",1462,1600
"ENSMUSG00000015126",190,169
"ENSMUSG00000015127",318,340
"ENSMUSG00000015133",156,170
"ENSMUSG00000015134",53,60
"ENSMUSG00000015143",1143,1123
"ENSMUSG00000015149",1532,1587
"ENSMUSG00000015165",2738,2833
"ENSMUSG00000015176",514,556
"ENSMUSG00000015189",452,493
"ENSMUSG00000015202",136,140
"ENSMUSG00000015214",464,487
"ENSMUSG00000015217",483,470
"ENSMUSG00000015222",20707,21251
"ENSMUSG00000015224",146,150
"ENSMUSG00000015242",0,0
"ENSMUSG00000015243",5573,5543
"ENSMUSG00000015247",132,139
"ENSMUSG00000015289",138,129
"ENSMUSG00000015290",515,462
"ENSMUSG00000015291",6841,6978
"ENSMUSG00000015305",2216,2143
"ENSMUSG00000015312",51,38
"ENSMUSG00000015314",0,0
"ENSMUSG00000015316",0,0
"ENSMUSG00000015335",55,58
"ENSMUSG00000015337",35,46
"ENSMUSG00000015340",18,28
"ENSMUSG00000015341",988,1005
"ENSMUSG00000015342",93,161
"ENSMUSG00000015354",22,10
"ENSMUSG00000015355",3,1
"ENSMUSG00000015357",320,318
"ENSMUSG00000015363",248,237
"ENSMUSG00000015365",1,0
"ENSMUSG00000015377",606,673
"ENSMUSG00000015396",6,13
