"Gene","GSM7994873","GSM7994882"
"Styxl1",3,0
"Sub1",2446,2134
"Sucla2",1022,870
"Suclg1",978,712
"Suclg2",79,70
"Sucnr1",2,0
"Suco",454,466
"Suds3",738,761
"Sufu",63,52
"Sugct",9,4
"Sugp1",148,161
"Sugp2",532,537
"Sugt1",544,467
"Sulf1",20,55
"Sulf2",664,582
"Sult1a1",35,30
"Sult1b1",0,0
"Sult1c1",0,0
"Sult1c2",1,0
"Sult1d1",4,0
"Sult1e1",0,0
"Sult2a1",0,0
"Sult2a2",0,0
"Sult2a3",0,0
"Sult2a4",0,0
"Sult2a5",0,0
"Sult2a6",0,0
"Sult2a7",0,0
"Sult2a8",1,0
"Sult2b1",20,24
"Sult3a1",0,0
"Sult4a1",2546,3036
"Sult5a1",19,0
"Sult6b1",1,1
"Sumf1",135,148
"Sumf2",60,58
"Sumo1",583,534
"Sumo2",166,139
"Sumo3",4785,5042
"Sun1",255,342
"Sun2",127,229
"Sun3",4,1
"Sun5",0,0
"Suox",44,36
"Supt16",747,695
"Supt20",51,40
"Supt3",91,74
"Supt4a",263,246
"Supt5",410,336
"Supt6",1400,1079
"Supt7l",99,98
"Supv3l1",105,108
"Surf1",343,338
"Surf2",365,297
"Surf4",540,398
"Surf6",70,76
"Susd1",0,5
"Susd2",9,47
"Susd3",12,24
"Susd4",324,245
"Susd5",20,47
"Susd6",197,95
"Suv39h1",114,116
"Suv39h2",25,32
"Suv420h1",216,228
"Suv420h2",75,36
"Suz12",610,493
"Sv2a",3412,4016
"Sv2b",2432,2506
"Sv2c",3,10
"Sva",0,0
"Sval1",0,0
"Sval2",0,0
"Sval3",0,0
"Svep1",1,1
"Svil",52,83
"Svip",288,205
"Svop",784,762
"Svopl",5,9
"Svs1",0,0
"Svs2",0,0
"Svs3a",0,0
"Svs3b",0,0
"Svs4",0,0
"Svs5",0,0
"Svs6",0,0
"Swap70",24,45
"Swi5",1101,947
"Swsap1",109,84
"Swt1",184,294
"Syap1",195,151
"Sybu",253,201
"Syce1",4,3
"Syce1l",0,4
"Syce2",45,10
"Syce3",2,0
"Sycn",0,0
"Sycp1",0,0
"Sycp1-ps1",0,2
"Sycp2",71,51
"Sycp3",192,155
"Syde1",24,37
"Syde2",9,5
"Syf2",383,404
"Syk",11,13
"Sympk",116,88
"Syn1",1454,1691
"Syn2",2232,1688
"Syn3",111,160
"Syna",67,1
"Synb",0,1
"Sync",3,5
"Syncrip",737,676
"Syndig1",178,180
"Syndig1l",82,253
"Syne1",3565,3971
"Syne2",166,186
"Syne3",2,2
"Syne4",27,16
"Syngap1",64,53
"Syngr1",1426,1924
"Syngr2",42,54
"Syngr3",534,457
"Syngr4",1,0
"Synj1",10912,8850
"Synj2",180,200
"Synj2bp",532,564
"Synj2bp-cox16",346,287
"Synm",578,416
"Synpo",1297,1437
"Synpo2",11,17
"Synpo2l",2,3
"Synpr",584,440
"Synrg",935,859
"Syp",1249,1144
"Sypl",240,246
"Sypl2",19,26
"Sys1",261,206
"Syt1",20254,25151
"Syt10",33,34
"Syt11",12286,11491
"Syt12",53,44
"Syt13",1153,1294
"Syt14",201,170
"Syt15",3,3
"Syt16",265,364
"Syt17",31,15
"Syt2",87,164
"Syt3",553,340
"Syt4",2270,2641
"Syt5",840,947
"Syt6",31,117
"Syt7",5069,5848
"Syt8",0,0
"Syt9",54,51
"Sytl1",3,2
"Sytl2",77,189
"Sytl3",0,1
"Sytl4",12,1
"Sytl5",22,18
"Syvn1",259,246
"Szrd1",552,390
"Szt2",74,79
"T",0,0
"T2",7,3
"Taar1",0,0
"Taar2",0,0
"Taar3",0,0
"Taar4",0,0
"Taar5",0,0
"Taar6",0,0
"Taar7a",0,0
"Taar7b",0,0
"Taar7d",0,0
"Taar7e",0,0
"Taar7f",0,0
"Taar8a",0,0
"Taar8b",0,0
"Taar8c",0,0
"Taar9",0,0
"Tab1",75,53
"Tab2",835,903
"Tab3",99,102
"Tac1",93,234
"Tac2",30,42
"Tac4",0,0
"Tacc1",1258,2192
"Tacc2",477,413
"Tacc3",32,30
"Taco1",10,17
"Tacr1",8,10
"Tacr2",0,1
"Tacr3",56,10
"Tacstd2",3,0
"Tada1",292,226
"Tada2a",328,388
"Tada2b",381,293
"Tada3",203,165
"Taf1",901,944
"Taf10",640,521
"Taf11",183,244
"Taf12",98,88
"Taf13",147,153
"Taf15",166,158
"Taf1a",82,83
"Taf1b",140,155
"Taf1c",48,32
"Taf1d",389,344
"Taf2",156,114
"Taf3",682,597
"Taf4a",54,38
"Taf4b",36,27
"Taf5",410,340
"Taf5l",92,98
"Taf6",113,118
"Taf6l",24,24
"Taf7",116,102
"Taf7l",5,11
"Taf8",59,30
"Taf9",359,383
"Taf9b",189,138
"Tagap",108,111
"Tagap1",233,245
"Tagln",66,73
"Tagln2",90,103
"Tagln3",1943,2006
"Tal1",18,12
"Tal2",0,0
"Taldo1",748,624
"Tamm41",81,117
"Tanc1",820,136
"Tanc2",1112,1501
"Tango2",381,371
"Tango6",32,19
"Tank",153,158
"Taok1",5600,5425
"Taok2",684,573
"Taok3",2129,1787
"Tap1",20,11
"Tap2",68,40
"Tapbp",237,260
"Tapbpl",44,43
"Tapt1",358,338
"Tarbp2",41,66
"Tardbp",717,607
"Tarm1",3,6
"Tars",310,229
"Tars2",122,98
"Tarsl2",166,230
"Tas1r1",4,4
"Tas1r2",0,1
"Tas1r3",321,332
"Tas2r102",0,0
"Tas2r103",0,0
"Tas2r104",0,0
"Tas2r105",0,0
"Tas2r106",0,0
"Tas2r107",0,0
"Tas2r108",0,0
"Tas2r109",0,0
"Tas2r110",0,0
"Tas2r113",0,0
"Tas2r114",0,0
"Tas2r115",0,0
"Tas2r116",0,0
"Tas2r117",0,0
"Tas2r118",0,0
"Tas2r119",0,0
"Tas2r120",0,0
"Tas2r121",0,0
"Tas2r122",0,0
"Tas2r123",1,0
"Tas2r124",0,0
"Tas2r125",0,0
"Tas2r126",0,0
"Tas2r129",0,0
"Tas2r130",0,0
"Tas2r131",0,0
"Tas2r134",0,0
"Tas2r135",0,0
"Tas2r136",0,0
"Tas2r137",0,0
"Tas2r138",0,0
"Tas2r139",0,0
"Tas2r140",0,0
"Tas2r143",0,0
"Tas2r144",0,0
"Tasp1",62,57
"Tat",3,0
"Tatdn1",20,25
"Tatdn2",203,216
"Tatdn3",98,119
"Tax1bp1",1496,1395
"Tax1bp3",17,20
"Taz",124,141
"Tbata",60,15
"Tbc1d1",112,84
"Tbc1d10a",109,92
"Tbc1d10b",405,365
"Tbc1d10c",6,2
"Tbc1d12",112,89
"Tbc1d13",264,240
"Tbc1d14",170,139
"Tbc1d15",250,202
"Tbc1d16",144,66
"Tbc1d17",242,240
"Tbc1d19",172,143
"Tbc1d2",6,26
"Tbc1d20",75,82
"Tbc1d21",0,0
"Tbc1d22a",249,232
"Tbc1d22b",55,61
"Tbc1d22bos",3,3
"Tbc1d23",178,195
"Tbc1d24",663,669
"Tbc1d25",110,130
"Tbc1d2b",55,74
"Tbc1d30",307,542
"Tbc1d31",36,27
"Tbc1d32",199,153
"Tbc1d4",49,40
"Tbc1d5",125,96
"Tbc1d7",82,79
"Tbc1d8",88,109
"Tbc1d8b",80,21
"Tbc1d9",336,448
"Tbc1d9b",1403,1722
"Tbca",1123,808
"Tbcb",622,508
"Tbcc",236,195
"Tbccd1",77,46
"Tbcd",262,269
"Tbce",225,199
"Tbcel",795,685
"Tbck",366,327
"Tbk1",171,179
"Tbkbp1",493,262
"Tbl1x",105,202
"Tbl1xr1",668,493
"Tbl2",58,35
"Tbl3",104,83
"Tbp",60,61
"Tbpl1",670,691
"Tbpl2",0,0
"Tbr1",332,1204
"Tbrg1",264,216
"Tbrg3",149,137
"Tbrg4",131,159
"Tbx1",10,6
"Tbx10",0,0
"Tbx15",6,11
"Tbx18",23,36
"Tbx19",2,1
"Tbx2",8,8
"Tbx20",0,0
"Tbx21",2,1
"Tbx22",0,0
"Tbx3",47,51
"Tbx3os2",0,0
"Tbx4",1,1
"Tbx5",1,0
"Tbx6",1,8
"Tbxa2r",8,4
"Tbxas1",10,3
"Tc2n",1,0
"Tcaf1",192,126
"Tcaf2",1,7
"Tcaf3",0,0
"Tcaim",164,139
"Tcam1",0,0
"Tcap",6,60
"Tcea1",209,185
"Tcea2",191,163
"Tcea3",6,7
"Tceal1",229,143
"Tceal3",1752,1547
"Tceal5",920,789
"Tceal6",1126,1095
"Tceal7",4,11
"Tceal8",322,272
"Tceanc",23,13
"Tceanc2",138,97
"Tceb1",537,336
"Tceb2",1403,1117
"Tceb3",209,243
"Tcerg1",1433,1357
"Tcerg1l",99,59
"Tcf12",441,396
"Tcf15",21,12
"Tcf19",9,36
"Tcf20",356,342
"Tcf21",0,0
"Tcf23",0,3
"Tcf24",2,0
"Tcf25",5460,6022
"Tcf3",131,100
"Tcf4",13600,9189
"Tcf7",3,4
"Tcf7l1",73,74
"Tcf7l2",175,163
"Tcfl5",10,17
"Tchh",33,39
"Tchhl1",0,1
"Tchp",114,97
"Tcirg1",26,26
"Tcl1",0,0
"Tcl1b1",0,0
"Tcl1b2",1,1
"Tcl1b3",0,0
"Tcl1b4",0,0
"Tcl1b5",0,0
"Tcn2",50,74
"Tcof1",302,368
"Tcp1",835,791
"Tcp10a",1,1
"Tcp10b",1,1
"Tcp10c",0,1
"Tcp11",1,4
"Tcp11l1",15,16
"Tcp11l2",91,54
"Tcp11x2",0,1
"Tcstv1",0,0
"Tcstv3",0,0
"Tcta",82,75
"Tcte1",1255,1501
"Tcte2",4,14
"Tcte3",12,6
"Tctex1d1",9,1
"Tctex1d2",48,69
"Tctex1d4",39,32
"Tctn1",27,55
"Tctn2",64,72
"Tctn3",29,61
"Tdg",20,13
"Tdgf1",3,0
"Tdh",0,0
"Tdo2",34,3
"Tdp1",101,77
"Tdp2",59,34
"Tdpoz1",0,0
"Tdpoz2",0,0
"Tdpoz3",0,0
"Tdpoz4",0,0
"Tdpoz5",4,0
"Tdrd1",8,3
"Tdrd12",2,3
"Tdrd3",136,138
"Tdrd5",14,5
"Tdrd6",3,6
"Tdrd7",133,94
"Tdrd9",0,0
"Tdrkh",60,22
"Tdrp",38,54
"Tead1",306,114
"Tead2",14,19
"Tead3",15,1
"Tead4",0,0
"Tec",0,8
"Tecpr1",398,386
"Tecpr2",487,425
"Tecr",1815,2005
"Tecrl",0,2
"Tecta",4,0
"Tectb",3,5
"Teddm1a",0,0
"Teddm1b",3,4
"Teddm2",14,22
"Teddm3",13,12
"Tef",2563,2797
"Tefm",26,16
"Tek",27,26
"Tekt1",11,9
"Tekt2",2,8
"Tekt3",3,0
"Tekt4",8,2
"Tekt5",48,54
"Telo2",94,64
"Ten1",189,222
"Tenm1",333,300
"Tenm2",3205,1911
"Tenm3",884,825
"Tenm4",1230,1029
"Tep1",19,18
"Tepp",0,0
"Terc",0,0
"Terf1",86,69
"Terf2",465,485
"Terf2ip",451,405
"Tert",1,0
"Tes",13,20
"Tesc",539,383
"Tescl",0,0
"Tesk1",739,791
"Tesk2",87,79
"Tespa1",4,3
"Tet1",204,181
"Tet2",191,231
"Tet3",380,411
"Tex10",77,64
"Tex101",0,0
"Tex11",0,1
"Tex12",11,9
"Tex13",0,0
"Tex13a",0,0
"Tex14",8,1
"Tex15",25,2
"Tex16",0,0
"Tex19.1",0,0
"Tex19.2",0,0
"Tex2",489,308
"Tex21",0,0
"Tex22",0,0
"Tex24",0,0
"Tex26",2,0
"Tex261",238,233
"Tex264",328,240
"Tex28",0,0
"Tex29",0,0
"Tex30",23,21
"Tex33",2,0
"Tex35",0,0
"Tex36",0,0
"Tex37",0,0
"Tex38",0,1
"Tex40",51,94
"Tex43",0,0
"Tex9",149,231
"Tfam",217,176
"Tfap2a",1,1
"Tfap2b",0,15
"Tfap2c",4,1
"Tfap2d",4,6
"Tfap2e",0,0
"Tfap4",33,14
"Tfb1m",42,92
"Tfb2m",139,127
"Tfcp2",77,88
"Tfcp2l1",22,39
"Tfdp1",162,89
"Tfdp2",414,368
"Tfe3",129,142
"Tfeb",31,28
"Tfec",0,0
"Tff1",0,0
"Tff2",0,0
"Tff3",0,0
"Tfg",398,313
"Tfip11",366,304
"Tfpi",14,45
"Tfpi2",0,0
"Tfpt",59,45
"Tfr2",23,18
"Tfrc",511,555
"Tg",0,0
"Tgds",6,3
"Tgfa",9,7
"Tgfb1",0,1
"Tgfb1i1",74,107
"Tgfb2",732,155
"Tgfb3",63,54
"Tgfbi",13,8
"Tgfbr1",89,70
"Tgfbr2",34,63
"Tgfbr3",77,44
"Tgfbr3l",32,13
"Tgfbrap1",185,191
"Tgif1",9,9
"Tgif2",16,10
"Tgif2lx1",0,0
"Tgif2lx2",0,0
"Tgm1",8,6
"Tgm2",53,113
"Tgm3",4,49
"Tgm4",5,12
"Tgm5",0,0
"Tgm6",3,0
"Tgm7",0,0
"Tgoln1",1017,879
"Tgoln2",275,206
"Tgs1",440,426
"Tgtp1",7,4
"Tgtp2",4,6
"Th",16,7
"Tha1",6,12
"Thada",62,70
"Thap1",113,94
"Thap11",306,221
"Thap2",78,81
"Thap3",140,121
"Thap4",97,94
"Thap6",11,1
"Thap7",87,75
"Thbd",191,84
"Thbs1",7,4
"Thbs2",7,1
"Thbs3",95,34
"Thbs4",104,78
"Theg",2,7
"Thegl",0,0
"Them4",324,166
"Them5",0,2
"Them6",301,312
"Them7",0,0
"Themis",2,1
"Themis2",0,0
"Themis3",0,0
"Thg1l",37,48
"Thnsl1",402,340
"Thnsl2",28,19
"Thoc1",642,590
"Thoc2",1774,1570
"Thoc3",325,314
"Thoc5",174,170
"Thoc6",56,35
"Thoc7",688,601
"Thop1",85,49
"Thpo",82,30
"Thra",1248,997
"Thrap3",729,609
"Thrb",400,649
"Thrsp",272,120
"Thsd1",21,47
"Thsd4",299,26
"Thsd7a",659,725
"Thsd7b",63,27
"Thtpa",146,133
"Thumpd1",268,165
"Thumpd2",16,16
"Thumpd3",124,86
"Thy1",4030,3916
"Thyn1",494,240
"Tia1",750,526
"Tial1",616,467
"Tiam1",705,747
"Tiam2",104,230
"Ticam1",26,17
"Ticam2",6,5
"Ticrr",11,12
"Tie1",27,31
"Tifa",33,27
"Tifab",9,9
"Tigar",247,264
"Tigd2",262,241
"Tigd3",4,9
"Tigd4",0,4
"Tigd5",48,43
"Tigit",0,0
"Timd2",0,0
"Timd4",0,0
"Timeless",37,38
"Timm10",245,247
"Timm10b",191,203
"Timm13",401,344
"Timm17a",432,342
"Timm17b",209,185
"Timm21",25,39
"Timm22",1562,842
"Timm23",128,85
"Timm44",287,267
"Timm50",43,34
"Timm8a1",84,63
"Timm8a2",2,1
"Timm8b",1120,970
"Timm9",367,408
"Timmdc1",167,144
"Timp1",0,1
"Timp2",6669,5716
"Timp3",803,802
"Timp4",222,174
"Tinag",1,1
"Tinagl1",33,53
"Tinf2",53,44
"Tiparp",251,224
"Tipin",81,86
"Tiprl",469,404
"Tirap",18,12
"Tjap1",146,142
"Tjp1",338,310
"Tjp2",266,373
"Tjp3",72,45
"Tk1",6,5
"Tk2",139,179
"Tkfc",49,49
"Tkt",618,561
"Tktl1",6,0
"Tktl2",0,1
"Tlcd1",83,55
"Tlcd2",2,4
"Tldc1",1,1
"Tldc2",0,0
"Tle1",560,366
"Tle2",10,19
"Tle3",224,170
"Tle4",788,1105
"Tle6",14,20
"Tlk1",694,869
"Tlk2",627,602
"Tll1",4,1
"Tll2",0,0
"Tln1",242,272
"Tln2",869,940
"Tlr1",0,0
"Tlr11",0,0
"Tlr12",3,3
"Tlr13",2,3
"Tlr2",3,0
"Tlr3",64,54
"Tlr4",2,1
"Tlr5",0,0
"Tlr6",0,0
"Tlr7",10,11
"Tlr8",0,0
"Tlr9",0,0
"Tlx1",0,0
"Tlx2",0,0
"Tlx3",0,0
"Tm2d1",136,98
"Tm2d2",347,257
"Tm2d3",644,695
"Tm4sf1",37,24
"Tm4sf19",0,0
"Tm4sf20",0,0
"Tm4sf4",0,0
"Tm4sf5",2,0
"Tm6sf1",173,205
"Tm6sf2",18,19
"Tm7sf2",31,20
"Tm7sf3",344,216
"Tm9sf1",24,19
"Tm9sf2",719,562
"Tm9sf3",1098,1095
"Tm9sf4",485,511
"Tma16",90,96
"Tma7",465,425
"Tmbim1",91,84
"Tmbim4",373,321
"Tmbim6",1447,1164
"Tmbim7",3,1
"Tmc1",0,3
"Tmc2",1,1
"Tmc3",43,18
"Tmc4",14,18
"Tmc5",0,4
"Tmc6",16,7
"Tmc7",35,25
"Tmc8",1,2
"Tmcc1",947,827
"Tmcc2",1322,903
"Tmcc3",541,372
"Tmco1",462,322
"Tmco2",0,0
"Tmco3",153,166
"Tmco4",9,13
"Tmco5",15,27
"Tmco5b",0,0
"Tmco6",87,69
"Tmed1",93,72
"Tmed10",637,645
"Tmed11",0,0
"Tmed2",303,216
"Tmed3",152,118
"Tmed4",334,249
"Tmed5",177,136
"Tmed6",0,1
"Tmed7",234,154
"Tmed8",189,200
"Tmed9",1037,959
"Tmeff1",645,543
"Tmeff2",850,561
"Tmem100",168,139
"Tmem101",173,134
"Tmem102",3,2
"Tmem104",75,77
"Tmem106a",4,4
"Tmem106b",1369,984
"Tmem106c",126,88
"Tmem107",89,103
"Tmem108",166,109
"Tmem109",484,477
"Tmem11",294,263
"Tmem110",116,107
"Tmem114",49,9
"Tmem115",109,79
"Tmem116",7,6
"Tmem117",23,16
"Tmem119",88,95
"Tmem120a",61,51
"Tmem120b",39,33
"Tmem121",350,381
"Tmem123",138,127
"Tmem125",25,48
"Tmem126a",185,138
"Tmem126b",29,25
"Tmem127",436,414
"Tmem128",59,38
"Tmem129",60,44
"Tmem130",1064,963
"Tmem131",200,129
"Tmem132a",443,753
"Tmem132b",748,794
"Tmem132c",46,46
"Tmem132cos",0,1
"Tmem132d",18,41
"Tmem132e",42,42
"Tmem134",385,328
"Tmem135",284,290
"Tmem136",96,63
"Tmem138",44,41
"Tmem139",0,0
"Tmem140",43,37
"Tmem141",85,125
"Tmem143",57,58
"Tmem144",38,28
"Tmem145",236,517
"Tmem147",405,352
"Tmem14a",742,1006
"Tmem14c",461,419
"Tmem150a",590,487
"Tmem150b",10,2
"Tmem150c",713,340
"Tmem150cos",206,115
"Tmem151a",446,541
"Tmem151b",1256,1506
"Tmem154",2,0
"Tmem158",624,909
"Tmem159",74,49
"Tmem160",575,547
"Tmem161a",178,199
"Tmem161b",239,190
"Tmem163",145,211
"Tmem164",14,30
"Tmem165",63,79
"Tmem167",555,496
"Tmem167b",289,191
"Tmem168",54,34
"Tmem169",78,52
"Tmem17",68,46
"Tmem170",1,0
"Tmem170b",257,207
"Tmem171",0,0
"Tmem173",30,15
"Tmem174",0,2
"Tmem175",507,423
"Tmem176a",94,75
"Tmem176b",445,443
"Tmem177",39,39
"Tmem178",633,875
"Tmem178b",34,38
"Tmem179",1055,1031
"Tmem179b",113,87
"Tmem18",109,97
"Tmem180",103,119
"Tmem181a",446,509
"Tmem181b-ps",180,204
"Tmem181c-ps",400,407
"Tmem182",0,0
"Tmem183a",457,462
"Tmem184a",0,0
"Tmem184b",188,208
"Tmem184c",773,693
"Tmem185b",83,55
"Tmem186",65,48
"Tmem189",89,84
"Tmem19",211,217
"Tmem190",0,0
"Tmem191c",582,701
"Tmem192",58,46
"Tmem194",26,14
"Tmem194b",34,38
"Tmem196",65,204
"Tmem198",422,476
"Tmem198b",50,26
"Tmem199",260,234
"Tmem2",230,170
"Tmem200a",156,101
"Tmem200b",0,0
"Tmem200c",47,34
"Tmem201",225,206
"Tmem202",11,7
"Tmem203",47,40
"Tmem204",32,21
"Tmem205",132,88
"Tmem206",282,283
"Tmem207",0,0
"Tmem208",172,142
"Tmem209",98,101
"Tmem210",0,0
"Tmem211",0,0
"Tmem212",15,4
"Tmem213",0,0
"Tmem214",169,180
"Tmem215",71,77
"Tmem216",57,44
"Tmem217",0,1
"Tmem218",96,105
"Tmem219",50,48
"Tmem220",5,6
"Tmem221",0,0
"Tmem222",323,229
"Tmem223",256,171
"Tmem225",0,0
"Tmem229a",516,413
"Tmem229b",174,204
"Tmem230",157,190
"Tmem231",96,86
"Tmem232",2,33
"Tmem233",0,0
"Tmem234",276,301
"Tmem235",1,1
"Tmem236",2,0
"Tmem237",529,537
"Tmem238",14,17
"Tmem239",1,4
"Tmem240",80,128
"Tmem241",23,15
"Tmem242",578,502
"Tmem243",149,108
"Tmem245",37,42
"Tmem246",726,747
"Tmem247",0,0
"Tmem248",295,370
"Tmem25",229,239
"Tmem251",75,45
"Tmem252",24,17
"Tmem253",1,4
"Tmem254a",184,227
"Tmem254b",183,213
"Tmem254c",181,213
"Tmem255a",251,125
"Tmem255b",11,4
"Tmem256",513,427
"Tmem258",319,320
"Tmem259",198,211
"Tmem26",1,4
"Tmem260",70,51
"Tmem261",193,173
"Tmem263",403,332
"Tmem265",108,123
"Tmem27",0,2
"Tmem28",1,0
"Tmem29",103,81
"Tmem30a",1894,1839
"Tmem30b",0,0
"Tmem30c",4,0
"Tmem33",305,247
"Tmem35",1041,807
"Tmem37",3,3
"Tmem38a",441,438
"Tmem38b",44,16
"Tmem39a",32,23
"Tmem39b",66,38
"Tmem40",2,11
"Tmem41a",109,118
"Tmem41b",189,186
"Tmem42",157,108
"Tmem43",142,125
"Tmem44",168,307
"Tmem45a",7,5
"Tmem45a2",3,5
"Tmem45b",0,0
"Tmem47",700,539
"Tmem5",171,191
"Tmem50a",1767,2109
"Tmem50b",504,475
"Tmem51",28,39
"Tmem51os1",7,4
"Tmem52",4,0
"Tmem52b",0,0
"Tmem53",16,14
"Tmem54",16059,5034
"Tmem55a",290,233
"Tmem55b",710,691
"Tmem56",201,226
"Tmem57",948,901
"Tmem59",1140,1030
"Tmem59l",1063,759
"Tmem60",109,128
"Tmem62",108,112
"Tmem63a",235,296
"Tmem63b",877,677
"Tmem63c",46,53
"Tmem64",262,358
"Tmem65",382,610
"Tmem67",44,71
"Tmem68",172,148
"Tmem69",64,45
"Tmem70",345,279
"Tmem71",2,0
"Tmem72",0,34
"Tmem74",9,7
"Tmem74b",25,31
"Tmem79",5,8
"Tmem8",84,116
"Tmem80",187,203
"Tmem81",11,14
"Tmem82",1,5
"Tmem86a",71,79
"Tmem86b",25,17
"Tmem87a",201,214
"Tmem87b",586,505
"Tmem88",457,346
"Tmem88b",484,529
"Tmem89",2,3
"Tmem8b",429,428
"Tmem8c",1,3
"Tmem9",403,282
"Tmem91",103,117
"Tmem92",0,0
"Tmem95",1,0
"Tmem97",77,95
"Tmem98",47,41
"Tmem9b",723,641
"Tmevpg1",0,0
"Tmf1",890,776
"Tmie",55,71
"Tmigd1",1,2
"Tmigd3",1,0
"Tmlhe",0,0
"Tmod1",249,334
"Tmod2",5102,4417
"Tmod3",140,147
"Tmod4",0,0
"Tmpo",198,199
"Tmppe",116,67
"Tmprss11a",0,2
"Tmprss11b",0,0
"Tmprss11c",0,0
"Tmprss11d",0,0
"Tmprss11e",0,0
"Tmprss11f",0,0
"Tmprss11g",1,0
"Tmprss12",0,0
"Tmprss13",0,0
"Tmprss15",0,0
"Tmprss2",2,2
"Tmprss3",0,2
"Tmprss4",0,3
"Tmprss5",9,8
"Tmprss6",3,0
"Tmprss7",18,18
"Tmprss9",3,5
"Tmsb10",848,1284
"Tmsb15a",0,0
"Tmsb15b1",31,24
"Tmsb15b2",56,52
"Tmsb15l",83,106
"Tmsb4x",13330,6551
"Tmtc1",214,280
"Tmtc2",57,56
"Tmtc3",84,58
"Tmtc4",154,132
"Tmub1",195,214
"Tmub2",967,949
"Tmx1",552,463
"Tmx2",1043,877
"Tmx3",522,528
"Tmx4",1531,1315
"Tnc",44,38
"Tnf",0,0
"Tnfaip1",437,435
"Tnfaip2",8,8
"Tnfaip3",12,8
"Tnfaip6",59,39
"Tnfaip8",39,39
"Tnfaip8l1",30,48
"Tnfaip8l2",8,10
"Tnfaip8l3",366,81
"Tnfrsf10b",9,17
"Tnfrsf11a",9,26
"Tnfrsf11b",3,3
"Tnfrsf12a",10,13
"Tnfrsf13b",2,2
"Tnfrsf13c",2,0
"Tnfrsf14",0,0
"Tnfrsf17",0,2
"Tnfrsf18",1,1
"Tnfrsf19",453,452
"Tnfrsf1a",57,51
"Tnfrsf1b",28,27
"Tnfrsf21",952,623
"Tnfrsf22",4,4
"Tnfrsf23",1,2
"Tnfrsf25",59,22
"Tnfrsf26",1,1
"Tnfrsf4",6,15
"Tnfrsf8",0,0
"Tnfrsf9",11,6
"Tnfsf10",7,15
"Tnfsf11",0,0
"Tnfsf12",53,55
"Tnfsf13",25,30
"Tnfsf13b",14,1
"Tnfsf14",0,0
"Tnfsf15",0,2
"Tnfsf18",2,0
"Tnfsf4",0,0
"Tnfsf8",1,0
"Tnfsf9",0,0
"Tnfsfm13",25,30
"Tnik",1568,1568
"Tnip1",248,288
"Tnip2",154,98
"Tnip3",0,0
"Tnk1",57,57
"Tnk2",848,1004
"Tnk2os",0,1
"Tnks",328,312
"Tnks1bp1",301,113
"Tnks2",559,549
"Tnmd",1,8
"Tnn",3,1
"Tnnc1",19,79
"Tnnc2",2,2
"Tnni1",16,12
"Tnni2",1,0
"Tnni3",1,4
"Tnni3k",11,7
"Tnnt1",6,17
"Tnnt2",17,57
"Tnnt3",3,1
"Tnp1",0,0
"Tnp2",0,0
"Tnpo1",61,51
"Tnpo2",689,732
"Tnpo3",1336,1211
"Tnr",106,90
"Tnrc18",578,464
"Tnrc6a",1397,1374
"Tnrc6b",1616,1337
"Tnrc6c",1161,840
"Tns1",240,296
"Tns2",36,39
"Tns3",177,125
"Tns4",0,6
"Tnxb",2,4
"Tob1",104,92
"Tob2",208,193
"Toe1",96,72
"Tollip",531,411
"Tom1",57,44
"Tom1l1",59,59
"Tom1l2",1472,1660
"Tomm20",1333,1072
"Tomm20l",63,57
"Tomm22",395,339
"Tomm34",458,309
"Tomm40",595,594
"Tomm40l",227,161
"Tomm5",185,129
"Tomm6",1309,1044
"Tomm6os",20,11
"Tomm7",1581,1321
"Tomm70a",775,730
"Tomt",2,0
"Tonsl",33,25
"Top1",3482,2829
"Top1mt",77,40
"Top2a",31,31
"Top2b",1191,1238
"Top3a",6,10
"Top3b",262,248
"Topaz1",0,0
"Topbp1",134,94
"Topors",405,392
"Toporsl",0,0
"Toporsos",60,45
"Tor1a",198,124
"Tor1aip1",262,252
"Tor1aip2",57,54
"Tor1b",589,369
"Tor2a",106,114
"Tor3a",23,31
"Tor4a",12,17
"Tox",120,250
"Tox2",63,51
"Tox3",135,199
"Tox4",395,332
"Tpbg",20,44
"Tpbpa",0,0
"Tpbpb",0,0
"Tpcn1",200,169
"Tpcn2",16,10
"Tpd52",349,497
"Tpd52l1",229,146
"Tpd52l2",223,174
"Tpgs1",301,270
"Tpgs2",443,385
"Tph1",5,1
"Tph2",3,1
"Tpi1",1100,983
"Tpk1",21,20
"Tpm1",1742,1703
"Tpm2",41,47
"Tpm3",1299,1254
"Tpm4",238,243
"Tpmt",122,96
"Tpo",0,2
"Tpp1",534,497
"Tpp2",516,428
"Tppp",2494,2541
"Tppp2",0,0
"Tppp3",180,188
"Tpr",2520,2154
"Tpra1",194,174
"Tprg",0,0
"Tprgl",1047,1018
"Tprkb",418,342
"Tprn",66,56
"Tpsab1",0,0
"Tpsb2",0,0
"Tpsg1",233,107
"Tpst1",227,107
"Tpst2",140,143
"Tpt1",2218,2283
"Tpte",0,0
"Tpx2",25,37
"Tra2a",453,377
"Tra2b",304,272
"Trabd",160,117
"Trabd2b",12,55
"Tradd",33,27
"Traf1",2,2
"Traf2",22,17
"Traf3",552,333
"Traf3ip1",107,98
"Traf3ip2",45,45
"Traf3ip3",4,6
"Traf4",42,23
"Traf5",8,17
"Traf6",89,75
"Traf7",199,223
