Reaction_ID,Reaction_name,Subsystem
FAOXC11C9m,"Fatty Acid Beta Oxidation (C11->C9), Mitochondrial",Fatty acid oxidation
FAOXC121C101m,"Fatty Acid Beta Oxidation (C12:1->C10:1), Mitochondrial",Fatty acid oxidation
FAOXC121C10x,"Fatty Acid Beta Xoidation (C12:1->C10), Peroxisomal",Fatty acid oxidation
FAOXC121x,"Isomerization (C12:1), Peroxisomal",Fatty acid oxidation
FAOXC122C101m,"Fatty Acid Beta Oxidation (C12:2->C10:1), Mitochondrial",Fatty acid oxidation
FAOXC122m,"Isomerization (C12:2), Mitochondrial",Fatty acid oxidation
FAOXC122x,"Isomerization (C12:2), Peroxisomal",Fatty acid oxidation
FAOXC123C102m,"Fatty Acid Beta Oxidation (C12:3->C10:2), Mitochondrial",Fatty acid oxidation
FAOXC123C102x,"Fatty Acid Beta Oxidation (C12:3->C10:2), Peroxisomal",Fatty acid oxidation
FAOXC123m,"Isomerization (C12:3), Mitochondrial",Fatty acid oxidation
FAOXC123x,"Isomerization (C12:3), Peroxisomal",Fatty acid oxidation
FAOXC120100m,Beta oxidation of long chain fatty acid,Fatty acid oxidation
FAOXC120100x,Beta oxidation of long chain fatty acid,Fatty acid oxidation
FAOXC12C12OHm,"Fatty Acid Beta Oxidation (C12->Ohc12), Mitochondrial",Fatty acid oxidation
FAOXC12DCC10DCx,"Fatty Acid Beta Oxidation (C12Dc->C10Dc), Peroxisomal",Fatty acid oxidation
FAOXC12DCTc,Transport of Dodecanedioyl Carnitine into Cytosol,Fatty acid oxidation
FAOXC12DCc,Formation of Dodecanedioyl Carnitine,Fatty acid oxidation
FAOXC12DCx,Production of Dodecanedioyl Carnitine,Fatty acid oxidation
FAOXC13BRC11BRx,"Fatty Acid Beta Oxidation (C13Br->C11Br), Peroxisomal",Fatty acid oxidation
FAOXC13C11m,"Fatty Acid Beta Oxidation (C13->C11), Mitochondrial",Fatty acid oxidation
FAOXC141C121m,"Fatty Acid Beta Oxidation (C14:1->C12:1), Mitochondrial",Fatty acid oxidation
FAOXC141C121x,"Fatty Acid Beta Xoidation (C14:1->C12:1), Peroxisomal",Fatty acid oxidation
FAOXC141C141OHm,"Fatty Acid Beta Oxidation (C14:1->C14:1Oh), Mitochondrial",Fatty acid oxidation
FAOXC142C122m,"Fatty Acid Beta Oxidation (C14:2->C12:2), Mitochondrial",Fatty acid oxidation
FAOXC142C122x,"Fatty Acid Beta Oxidation (C14:2->C12:2), Peroxisomal",Fatty acid oxidation
FAOXC142C142OHm,"Fatty Acid Beta Oxidation (C14:2->C14:2Oh), Mitochondrial",Fatty acid oxidation
FAOXC143C123m,"Fatty Acid Beta Oxidation (C14:3->C12:3), Mitochondrial",Fatty acid oxidation
FAOXC143C123x,"Fatty Acid Beta Oxidation (C14:3->C12:3), Peroxisomal",Fatty acid oxidation
FAOXC140120m,Beta oxidation of long chain fatty acid,Fatty acid oxidation
FAOXC140120x,Beta oxidation of long chain fatty acid,Fatty acid oxidation
FAOXC14C14OHm,"Fatty Acid Beta Oxidation (C14->C14Oh), Mitochondrial",Fatty acid oxidation
FAOXC14DCC12DCx,"Fatty Acid Beta Oxidation (C14Dc->C12Dc), Peroxisomal",Fatty acid oxidation
FAOXC15ATPx,Fatty acid activation(C15)x,Fatty acid oxidation
FAOXC15BRC13BRx,"Fatty Acid Beta Oxidation (C15Br->C13Br), Peroxisomal",Fatty acid oxidation
FAOXC15C13m,"Fatty Acid Beta Oxidation (C15->C13), Mitochondrial",Fatty acid oxidation
FAOXC15NADPx,Fatty acid alpha oxidation(2-Hydroxyphytanoyl-CoA)(nadp)x,Fatty acid oxidation
FAOXC15NADx,Fatty acid alpha oxidation(2-Hydroxyphytanoyl-CoA)(nad)x,Fatty acid oxidation
FAOXC161C141m,"Fatty Acid Beta Oxidation (C16:1->C14:1), Mitochondrial",Fatty acid oxidation
FAOXC161C141x,"Fatty Acid Beta Xoidation (C16:1->C14:1), Peroxisomal",Fatty acid oxidation
FAOXC161C161OHm,Production of 3-Hydroxyhexadecenoylcoa,Fatty acid oxidation
FAOXC162C142m,"Fatty Acid Beta Oxidation (C16:2->C14:2), Mitochondrial",Fatty acid oxidation
FAOXC162C162OHm,"Fatty Acid Beta Oxidation (C16:2->C16:2Oh), Mitochondrial",Fatty acid oxidation
FAOXC163C142x,"Fatty Acid Beta Oxidation (C16:3->C14:2), Peroxisomal",Fatty acid oxidation
FAOXC163C143m,"Fatty Acid Beta Oxidation (C16:3->C14:3), Mitochondrial",Fatty acid oxidation
FAOXC163C164Gm,"Fatty Acid Beta Oxidation (C16:3->C16:4), Mitochondrial",Fatty acid oxidation
FAOXC163C164x,"Fatty Acid Beta Oxidation (C16:3->C16:4), Peroxisomal",Fatty acid oxidation
FAOXC163GC142m,"Fatty Acid Beta Oxidation (C16:3->C14:2), Mitochondrial",Fatty acid oxidation
FAOXC163Gm,"Isomerization (C16:3), Mitochondrial",Fatty acid oxidation
FAOXC163x,"Isomerization (C16:3), Peroxisomal",Fatty acid oxidation
FAOXC164C143m,"Fatty Acid Beta Oxidation (C16:4->C14:3), Mitochondrial",Fatty acid oxidation
FAOXC164C143x,"Fatty Acid Beta Oxidation (C16:4->C14:3), Peroxisomal",Fatty acid oxidation
FAOXC164C163x,"Fatty Acid Beta Oxidation (C16:4->C16:3), Peroxisomal",Fatty acid oxidation
FAOXC164C165m,"Fatty Acid Beta Oxidation (C16:4->C16:5), Mitochondrial",Fatty acid oxidation
FAOXC164C165x,"Fatty Acid Beta Oxidation (C16:4->C16:5), Peroxisomal",Fatty acid oxidation
FAOXC164GC163m,"Fatty Acid Beta Oxidation (C16:4->C16:3), Mitochondrial",Fatty acid oxidation
FAOXC164m,"Isomerization (C16:4), Mitochondrial",Fatty acid oxidation
FAOXC164x,"Isomerization (C16:4), Peroxisomal",Fatty acid oxidation
FAOXC165C164m,"Fatty Acid Beta Oxidation (C16:5->C16:4), Mitochondrial",Fatty acid oxidation
FAOXC165C164x,"Fatty Acid Beta Oxidation (C16:5->C16:4), Peroxisomal",Fatty acid oxidation
FAOXC16Brx,Phyt fatty acid activation,Fatty acid oxidation
FAOXC160140m,Beta oxidation of long chain fatty acid,Fatty acid oxidation
FAOXC160140x,Beta oxidation of long chain fatty acid,Fatty acid oxidation
FAOXC16C16OHm,"Fatty Acid Beta Oxidation (C16->C16Oh), Mitochondrial",Fatty acid oxidation
FAOXC16DCC14DCx,"Fatty Acid Beta Oxidation (C16Dc->C14Dc), Peroxisomal",Fatty acid oxidation
FAOXC16DCr,"Fatty Acid Activation (C16Dc), Endoplasmatic Reticulum",Fatty acid oxidation
FAOXC16OHC16r,"Fatty Acid Omega Oxidation (C16->W-Ohc16), Endoplasmatic Reticulum",Fatty acid oxidation
FAOXC170150m,Beta oxidation of long chain fatty acid (odd chain),Fatty acid oxidation
FAOXC181C161m,"Fatty Acid Beta Oxidation (C18:1->C16:1), Mitochondrial",Fatty acid oxidation
FAOXC181C161x,"Fatty Acid Beta Xoidation (C18:1->C16:1), Peroxisomal",Fatty acid oxidation
FAOXC181C181OHm,"Fatty Acid Beta Oxidation (C18:1->C18:1Oh), Mitochondrial",Fatty acid oxidation
FAOXC182C162m,"Fatty Acid Beta Oxidation (C18:2->C16:2), Mitochondrial",Fatty acid oxidation
FAOXC182C182OHm,"Fatty Acid Beta Oxidation (C18:2->C18:2Oh), Mitochondrial",Fatty acid oxidation
FAOXC183C163Gm,"Fatty Acid Beta Oxidation (C18:3->C16:3), Mitochondrial",Fatty acid oxidation
FAOXC183C163m,"Fatty Acid Beta Oxidation (C18:3->C16:3), Mitochondrial",Fatty acid oxidation
FAOXC184C163m,"Fatty Acid Beta Oxidation (C18:4->C16:3), Mitochondrial",Fatty acid oxidation
FAOXC184C163x,"Fatty Acid Beta Oxidation (C18:4->C16:3), Peroxisomal",Fatty acid oxidation
FAOXC184C164m,"Fatty Acid Beta Oxidation (C18:4->C16:4), Mitochondrial",Fatty acid oxidation
FAOXC184C164x,"Fatty Acid Beta Oxidation (C18:4->C16:4), Peroxisomal",Fatty acid oxidation
FAOXC184m,"Isomerization of (C18:4), Mitochondrial",Fatty acid oxidation
FAOXC184x,"Isomerization (C18:4), Peroxisomal",Fatty acid oxidation
FAOXC185C164m,"Fatty Acid Beta Oxidation (C18:5->C16:4), Mitochondrial",Fatty acid oxidation
FAOXC185m,"Isomerization (C18:5), Mitochondrial",Fatty acid oxidation
FAOXC18C18OHm,"Fatty Acid Beta Oxidation (C18->C18Oh), Mitochondrial",Fatty acid oxidation
FAOXC201C181x,"Fatty Acid Beta Xoidation (C20:1->C18:1), Peroxisomal",Fatty acid oxidation
FAOXC204C184m,"Fatty Acid Beta Oxidation (C20:4->C18:4), Mitochondrial",Fatty acid oxidation
FAOXC204C205x,"Fatty Acid Beta Oxidation (C20:4->C20:5), Peroxisomal",Fatty acid oxidation
FAOXC205C184x,"Fatty Acid Beta Oxidation (C20:5->C18:4), Peroxisomal",Fatty acid oxidation
FAOXC205C185m,"Fatty Acid Beta Oxidation (C20:5->C18:5), Mitochondrial",Fatty acid oxidation
FAOXC221C201x,"Fatty Acid Beta Oxidation (C22:1->C20:1), Peroxisomal",Fatty acid oxidation
FAOXC225C204m,"Fatty Acid Beta Oxidation (C22:5->C20:4), Mitochondrial",Fatty acid oxidation
FAOXC225C204x,"Fatty Acid Beta Oxidation (C22:5->C20:4), Peroxisomal",Fatty acid oxidation
FAOXC225C226m,"Fatty Acid Beta Oxidation (C22:5->C22:6), Mitochondrial",Fatty acid oxidation
FAOXC225C226x,"Fatty Acid Beta Oxidation (C22:5->C22:6), Peroxisomal",Fatty acid oxidation
FAOXC225m,"Isomerization (C22:5), Mitochondrial",Fatty acid oxidation
FAOXC225x,"Isomerization (C22:5), Peroxisomal",Fatty acid oxidation
FAOXC226C205m,"Fatty Acid Beta Oxidation (C22:6->C20:5), Mitochondrial",Fatty acid oxidation
FAOXC226C225m,"Fatty Acid Beta Oxidation (C22:6->C22:5), Mitochondrial",Fatty acid oxidation
FAOXC226C225x,"Fatty Acid Beta Oxidation (C22:6->C22:5), Peroxisomal",Fatty acid oxidation
FAOXC226C227m,"Fatty Acid Beta Oxidation (C22:6->C22:7), Mitochondrial",Fatty acid oxidation
FAOXC226m,"Isomerization (C22:6), Mitochondrial",Fatty acid oxidation
FAOXC227C226m,"Fatty Acid Beta Oxidation (C22:7->C22:6), Mitochondrial",Fatty acid oxidation
FAOXC22C20x,"Fatty Acid Beta Oxidation (C22->C20), Peroxisomal",Fatty acid oxidation
FAOXC22C22DCHYr,"Fatty Acid Omega Oxidation by Hydroxylases (C22->C22Dc), Endoplasmatic Reticulum",Fatty acid oxidation
FAOXC22OHC22r,"Fatty Acid Omega Oxidation (C22->W-Ohc22), Endoplasmatic Reticulum",Fatty acid oxidation
FAOXC241C221x,"Fatty Acid Beta Oxidation (C24:1->C22:1), Peroxisomal",Fatty acid oxidation
FAOXC24C22x,"Fatty Acid Beta Oxidation (C24->C22), Peroxisomal",Fatty acid oxidation
FAOXC3DC,Malonylcoa->Malonylcarnitine,Fatty acid oxidation
FAOXC4020m,Beta oxidation of med/long chain fatty acid,Fatty acid oxidation
FAOXC4C4DCc,Succ->C4Dcc,Fatty acid oxidation
FAOXC5C3x,"Fatty Acid Beta Oxidation (C5->C3), Mitochondrial",Fatty acid oxidation
FAOXC5C5DCc,Production of Glutaryl Carnitine,Fatty acid oxidation
FAOXC5C5OHm,"Fatty Acid Beta Oxidation (C5->C5Oh), Mitochondrial",Fatty acid oxidation
FAOXC5OHc, (3-Hydroxyisovalerylcoa->3-Hydroxyisovalerylcarnitine),Fatty acid oxidation
FAOXC61C4m,"Fatty Acid Beta Oxidation (C6:1->C4:0), Mitochondrial",Fatty acid oxidation
FAOXC61C4x,"Fatty Acid Beta Oxidation (C6:1->C4:0), Peroxisomal",Fatty acid oxidation
FAOXC61m,"Isomerization (C6:1), Mitochondrial",Fatty acid oxidation
FAOXC61x,"Isomerization (C6:1), Peroxisomal",Fatty acid oxidation
FAOXC6C4m,"Fatty Acid Beta Oxidation (C6->C4), Mitochondrial",Fatty acid oxidation
FAOXC6C4x,"Fatty Acid Beta Oxidation (C6->C4), Peroxisomal",Fatty acid oxidation
FAOXC6DCC4DCx,"Fatty Acid Beta Oxidation (C6Dc->C4Dc), Peroxisomal",Fatty acid oxidation
FAOXC7C5m,"Fatty Acid Beta Oxidation (C7->C5), Mitochondrial",Fatty acid oxidation
FAOXC81C61m,"Fatty Acid Beta Oxidation (C8:1->C6:1), Mitochondrial",Fatty acid oxidation
FAOXC81C61x,"Fatty Acid Beta Oxidation (C8:1->C6:1), Peroxisomal",Fatty acid oxidation
FAOXC8C6m,"Fatty Acid Beta Oxidation (C8->C6), Mitochondrial",Fatty acid oxidation
FAOXC8C6x,"Fatty Acid Beta Oxidation (C8->C6), Peroxisomal",Fatty acid oxidation
FAOXC8DCC6DCx,"Fatty Acid Beta Oxidation (C8Dc->C6Dc), Peroxisomal",Fatty acid oxidation
FAOXC9C7m,"Fatty Acid Beta Oxidation (C9->C7), Mitochondrial",Fatty acid oxidation
FAOXMC10OHMC10r,Fatty acid omega oxidation(MC10-->w-OHMC10)er,Fatty acid oxidation
FAOXOHC16C16DCc,Fatty Acid Omega Oxidation (W-Ohc16->C16Dc),Fatty acid oxidation
FAOXOHC22C22DCc,Fatty Acid Omega Oxidation (W-Ohc22->C22Dc),Fatty acid oxidation
FAOXOHMC10DC10c,Fatty acid omega oxidation(w-OHMC10-->DC10)c,Fatty acid oxidation
FAOXTC101TC102m,"Fatty Acid Beta Oxidation Trans (C10:1->C10:2), Mitochondrial",Fatty acid oxidation
FAOXTC102C101m,"Fatty Acid Beta Oxidation Trans (C10:2->C10:1), Mitochondrial",Fatty acid oxidation
FAOXTC122TC101m,"Fatty Acid Beta Oxidation Trans (C12:2->C10:1), Mitochondrial",Fatty acid oxidation
FAOXTC122m,"Isomerization Trans (C12:2), Mitochondrial",Fatty acid oxidation
FAOXTC142TC122m,"Fatty Acid Beta Oxidation Trans (C14:2->C12:2), Mitochondrial",Fatty acid oxidation
FAOXTC162TC142m,"Fatty Acid Beta Oxidation Trans (C16:2->C14:2), Mitochondrial",Fatty acid oxidation
FAOXTC182TC162m,"Fatty Acid Beta Oxidation Trans (C18:2->C16:2), Mitochondrial",Fatty acid oxidation
FOAXC122C101x,"Fatty Acid Beta Oxidation (C12:2->C10:1), Peroxisomal",Fatty acid oxidation
GLUTCOAACBP,Transport of Glutaryl Coenzyme A from Mitochondria into Cytosol,Fatty acid oxidation
HDCACBP,Transport of (S)-3-Hydroxydecanoyl-CoA from mitochondria into the cytosol,Fatty acid oxidation
HDDACBP,Transport of (S)-3-Hydroxydodecanoyl-CoA from mitochondria into the cytosol,Fatty acid oxidation
HDECAACBP,Transport of 3-hydroxyhexadecanoylcoa from mitochondria into the cytosol,Fatty acid oxidation
HDECEACBP,Transport of 3-Hydroxyhexadecenoylcoa from Mitochondria into the Cytosol,Fatty acid oxidation
HEDCECRNe,Transport of 3-Hydroxyhexadecenoyl Carnitine into Extra Cellular Space,Fatty acid oxidation
HEXCOAACBP,Transport of Hexanoyl Coenzyme A (N-C6:0CoA) from Mitochondria into Cytosol,Fatty acid oxidation
HEXDCRNe,Transport of 3-hydroxyhexadecanoyl carnitine into extra cellular space,Fatty acid oxidation
HEXDIACtr,Transport of Hexadecanedioc Acid by Diffusion,Fatty acid oxidation
HEXDICOAACBP,Transport of Hexadecanedioyl Coa,Fatty acid oxidation
HEXDICOAACBPx,Transport of Hexadecanedioyl Coa,Fatty acid oxidation
HIVCACBP,Transport of 3-Hydroxyisovalerylcoa from Mitochondria into the Cytosol,Fatty acid oxidation
HIVCRNe,Transport of 3-Hydroxy-Isovaleryl Carnitine into Extra Cellular Space,Fatty acid oxidation
HOCDACBP,Transport of (S)-3-Hydroxyoctadecanoyl Coenzyme A from Mitochondria into the Cytosol,Fatty acid oxidation
HOCTDACBP,Transport of 3-Hydroxyoctadecenoylcoa from Mitochondria into the Cytosol,Fatty acid oxidation
HOCTDEC2CRNe,Transport of 3-Hydroxyoctadecadienoyl Carnitine into Extra Cellular Space,Fatty acid oxidation
HOCTDECCRNe,Transport of 3-Hydroxyoctadecanoyl Carnitine into Extra Cellular Space,Fatty acid oxidation
HTDCACBP,Transport of (S)-3-Hydroxytetradecanoyl-CoA from mitochondria into the cytosol,Fatty acid oxidation
HTDCRNe,Transport of 3-hydroxy-tetradecanoyl carnitine into extra cellular space,Fatty acid oxidation
IVCOAACBP,Transport of Isovaleryl-CoA from mitochondria into cytosol,Fatty acid oxidation
IVCRNe,Transport of isovaleryl carnitine into the extra cellular space,Fatty acid oxidation
LGNCCOAtcx_1,Transport of Lignocericyl Coenzyme A from Cytosol to Peroxisome.,"Transport, peroxisomal"
NRVNCCOAtxc,Transport of nervonylcoa into peroxisomes,"Transport, peroxisomal"
OCD11COACPT1_1,Transport of 11-Octadecenoyl Carnitine into the Mitochondrial Matrix,Fatty acid oxidation
OCD11CRNCACT,Transport of 11-octadecenoyl carnitine into the mitochondrial matrix,Fatty acid oxidation
OCD11CRNCPT2_1,Transport of 11-Octadecenoyl Carnitine into the Mitochondrial Matrix,Fatty acid oxidation
OCT11EFATP_1,Uptake of Vaccenic Acid,Fatty acid oxidation
OCTDEC2ACBP,Transport of 3-Hydroxyoctadecadienoyl Coenzyme A from Mitochondria into Cytosol,Fatty acid oxidation
OCTDECCACT,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,Fatty acid oxidation
OCTDECCPT1,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,Fatty acid oxidation
OCTDECCPT2,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,Fatty acid oxidation
OCTDECE1CRNe,Transport of 3-Hydroxy-Octadecenoyl Carnitine into Extra Cellular Space,Fatty acid oxidation
SK_octdececoa_c,Sink for Octadecenoyl Coenzyme A,Fatty acid oxidation
OMHDEACIDTD,Transport of w-hydroxydecanoic acid by diffusion,Fatty acid oxidation
OMHDOCOSACTD,Transport of W-Hydroxydocosanoic Acid by Diffusion,Fatty acid oxidation
OMHPALTD,Transport of W-Hydroxypalmitic Acid by Diffusion,Fatty acid oxidation
PRISTCOAtcx,Transport of pristanoylcoa from cytosol to peroxisomes.,"Transport, peroxisomal"
SBCOAACOTx,Thioesterification of suberyl coa for release into cytosol,Fatty acid oxidation
SCP21cx,Transport of phytanoylcoa from cytosol to peroxisomes.,"Transport, peroxisomal"
SEBACACT,Activation of sebacic acidd,Fatty acid oxidation
SEBACIDTD,Transport of sebacic acid into cytosol (diffusion),Fatty acid oxidation
SEBCOACROT,Production of sebacoyl carnitine,Fatty acid oxidation
SEBCOAPET,Thioesterification of sebacoylcoa for release into cytosol,Fatty acid oxidation
STCOATxc,Transport of Stearoyl-CoA from cytosol to peroxisomes,"Transport, peroxisomal"
STRDNCCOAtxc,Transport of stearidonylcoa into peroxisomes.,"Transport, peroxisomal"
SUBEACTD,Transport of suberic acid into cytosol (diffusion),Fatty acid oxidation
SUBERCACT,Transport of suberyl carnitine into cytosol,Fatty acid oxidation
SUBERCROT,Production of suberyl carnitine,Fatty acid oxidation
SUBERICACT,Activation of suberic acid for formation of suberyl carnitine,Fatty acid oxidation
SUCCACT,Activation of Succinate,Fatty acid oxidation
SUCCCROT,Production of succinyl carnitine,Fatty acid oxidation
SUCCOAPET,Thioesterification of succinyl coa for release into cytosol,Fatty acid oxidation
TDCRNe,Transport of myristoyl carnitine into extra cellular space,Fatty acid oxidation
SK_tetdec2coa_c,Sink for Tetradecadienoyl Coenzyme A,Fatty acid oxidation
TETDEC2CRNe,Transport of Tetradecadienoyl Carnitine into Extra Cellular Space,Fatty acid oxidation
SK_tetdece1coa_c,Sink for Tetradecenoyl Coenzyme A,Fatty acid oxidation
TETDECE1CRNe,Transport of Tetradecenoyl Carnitine into Extra Cellular Space,Fatty acid oxidation
TIGCRNe,Transport of tiglyl carnitine into the extra cellular fluid,Fatty acid oxidation
34DHPHELAT1tc,"Transport of 3,4-Dihydroxy-L-phenylalanine by LAT1 in association with 4F2hc, across the apical surface of the memebranes.","Transport, extracellular"
4OHPROIMINOtc,Transport of L-OH-Proline by the apical IMINO amino acid transporters in kidney and intestine,"Transport, extracellular"
ALAALACNc,Hydrolysis of Alanylalanine,"Transport, extracellular"
ALAALAPEPT1tc,Transport of Alanylalanine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells,"Transport, extracellular"
ALAATB0tc,Transport of L-Alanine into the intestinal cells by ATB0 transporter,"Transport, extracellular"
ALAyLATthc,Transport of Alanine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney,"Transport, extracellular"
ARGATB0tc,Transport of L-Arginine into the intestinal cells by ATB0 transporter,"Transport, extracellular"
ASCBSVCTtc,Transport of L-Ascorbate by SVCT1 or SVCT2 transporter,"Transport, extracellular"
ASNATB0tc,Transport of L-Asparagine into the intestinal cells by ATB0 transporter,"Transport, extracellular"
BALABETAtc,Transport of beta alanine into the intestinal cells by beta transport system,"Transport, extracellular"
BALAt2r,Beta Alanine transport in via proton symport,"Transport, extracellular"
BGLUGCHe,"Binding of betaglucans with glycocholate in the intestinal lumen, reducing serum cholsterol levels.",Dietary fiber binding
BGLUTCHLe,"Binding of betaglucans with taurocholate in the intestinal lumen, reducing serum cholsterol levels.",Dietary fiber binding
BGLUTDECHOe,"Binding of betaglucans with taurodeoxycholate in the intestinal lumen, reducing serum cholsterol levels.",Dietary fiber binding
BTNTe,Release of biotin across the basolatral membrane,"Transport, extracellular"
CARPEPT1tc,Transport of L-Carnosine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells,"Transport, extracellular"
CYSATB0tc,Transport of L-Cysteine into the intestinal cells by ATB0 transporter,"Transport, extracellular"
CYSSNAT5tc,Transport of L-Cysteine into the cell coupled with co-transport with Sodium and counter transport with proton by SNAT5 transporter.,"Transport, extracellular"
CYSTALArBATtc,"Transport of L-Cystine into the cell in exchange for L-Alanine by b0,+AT transporter at the apical surfaces of the membranes of small intestine and renal cells.","Transport, extracellular"
CYSTLEUrBATtc,"Transport of L-Cystine into the cell in exchange for L-Leucine by b0,+AT transporter at the apical surfaces of the membranes of small intestine and renal cells.","Transport, extracellular"
FOLt,Folate transport via proton simport,"Transport, extracellular"
GALSGLT1le,Transport of D-Galactose from extracellular space to cytosol of mucosal cells in small intestine,"Transport, extracellular"
GLCSGLT1le,Transport of D-glucose from extracellular space to cytosol of mucosal cells in small intestine,"Transport, extracellular"
GLNATB0tc,Transport of L-Glutamine into the intestinal cells by ATB0 transporter,"Transport, extracellular"
GLNyLATthc,Transport of Glutamine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney,"Transport, extracellular"
GLYGLYCNc,Hydrolysis of glycylycine for uptake,"Transport, extracellular"
GLYGLYPEPT1tc,Transport of Glycyl-glycine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells,"Transport, extracellular"
GLYPHEPEPT1tc,Transport of Glycylphenylalanine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells,"Transport, extracellular"
GLYPROPEPT1tc,Transport of Glycylproline by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells,"Transport, extracellular"
GLYSARCNc,Hydrolysis of glycylsarcosine for uptake,"Transport, extracellular"
GLYSARPEPT1tc,"Transport of Glycylsarcosine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine, renal cells and brain.","Transport, extracellular"
GLYSNAT5tc,Transport of Glycine into the cell coupled with co-transport with Sodium and counter transport with proton by SNAT5 transporter.,"Transport, extracellular"
GUMDCHAe,"Binding of guar gums with deoxyxholic acid in the intestinal lumen, reducing serum cholsterol levels.",Dietary fiber binding
GUMGCHLe,"Binding of guar gums with glycocholate in the intestinal lumen, reducing serum cholsterol levels.",Dietary fiber binding
GUMTCHOLe,"Binding of guar gums with taurocholate in the intestinal lumen, reducing serum cholsterol levels.",Dietary fiber binding
HISSNAT5tc,Transport of L-Histidine with Symport of Sodium And Antiport of Proton by Snat5 Transporter,"Transport, extracellular"
HISyLATtc,Transport of L-Histidine by y+LAT1 or y+LAT2 transporters in small intestine and kidney,"Transport, extracellular"
HISyLATthc,Transport of Histidine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney,"Transport, extracellular"
HPETFABP1tc,Transport of 5-HPETE into the enterocytes,"Transport, endoplasmic reticular"
ILEATB0tc,Transport of L-Isoleucine into the intestinal cells by ATB0 transporter,"Transport, extracellular"
LEUATB0tc,Transport of L-Leucine into the intestinal cells by ATB0 transporter,"Transport, extracellular"
LEUGLYPEPT1tc,Transport of Leucylglycine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells,"Transport, extracellular"
LEULEULAPc,Hydrolysis of Leucylleucine in the small intestine for cellular uptake,"Transport, extracellular"
LEULEUPEPT1tc,Transport of Leucylleucine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells,"Transport, extracellular"
LEUyLAThtc,Transport of Leucine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney,"Transport, extracellular"
LINOFATPtc,Uptake of linoleic acid by the enterocytes,"Transport, extracellular"
LYSATB0tc,Transport of L-Lysine into the intestinal cells by ATB0 transporter,"Transport, extracellular"
METATB0tc,Transport of L-Methionine into the intestinal cells by ATB0 transporter,"Transport, extracellular"
METyLATthc,Transport of Methionine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney,"Transport, extracellular"
NACHORCTL3le,Transport of Nicotinate ,"Transport, extracellular"
OCDEAFABP1tc,Transport of octadecenoyl coA into the enterocytes,"Transport, endoplasmic reticular"
OLEICFATPtc,Uptake of octadecenoate by the enterocytes,"Transport, extracellular"
ORNALArBATtc,"Transport of L-Ornithine into the cell in exchange for L-Alanine by b0,+AT transporter at the apical surfaces of the membranes of small intestine and renal cells.","Transport, extracellular"
ORNLEUrBATtc,"Transport of L-Ornithine into the cell in exchange for L-Leucine by b0,+AT transporter at the apical surfaces of the membranes of small intestine and renal cells.","Transport, extracellular"
PALFATPtc,Uptake of Hexadecanoate by the enterocytes,"Transport, extracellular"
PCHOLHSTDe_1,Transport of Phosphatidylcholine,"Transport, extracellular"
PECDCHe,"Binding of pectins with deoxycholic acid in the intestinal lumen, reducing serum cholsterol levels.",Dietary fiber binding
PECGCHLe,"Binding of pectins with glycocholate in the intestinal lumen, reducing serum cholsterol levels.",Dietary fiber binding
PECTCHLe,"Binding of pectins with taurocholate in the intestinal lumen, reducing serum cholsterol levels.",Dietary fiber binding
PEHSFABPe,Transport of Lysophosphatidylethanolamine,"Transport, endoplasmic reticular"
PHEATB0tc,Transport of L-Phenylalanine into the intestinal cells by ATB0 transporter,"Transport, extracellular"
PHEyLATthc,Transport of Phenylalanine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney,"Transport, extracellular"
PMTCOAFABP1tc_1,Transport of Palmitoyl Coenzyme A,"Transport, endoplasmic reticular"
PNTOte,Transport of (R)-Pantothenate,"Transport, extracellular"
PROGLYPEPT1tc,Transport of Prolylglycine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells,"Transport, extracellular"
AMPTASEPG,Aminopeptidase (pro-gly),"Transport, extracellular"
PROIMINOtc,Transport of L-Proline by the apical IMINO amino acid transporters in kidney and intestine,"Transport, extracellular"
PSYGCHe,"Binding of psyllium with glycocholate in the intestinal lumen, reducing serum cholsterol levels.",Dietary fiber binding
PSYTCHe,"Binding of psyllium with taurocholate in the intestinal lumen, reducing serum cholsterol levels.",Dietary fiber binding
